"","date","L001_RAIN_Inches","L005_RAIN_Inches","L006_RAIN_Inches","LZ40_RAIN_Inches","average_rainfall"
"7239","2019-10-26",0.05,0.02,0.06,0.17,0.075
"7240","2019-10-27",0,0,0.01,0,0.0025
"7241","2019-10-28",0,0.01,0,0,0.0025
"7242","2019-10-29",0,0,0,0,0
"7243","2019-10-30",0,0,0.01,0,0.0025
"7244","2019-10-31",0,0,0,0,0
"7245","2019-11-01",0,0,0,0,0
"7246","2019-11-02",0,0,0,0,0
"7247","2019-11-03",0,0.02,0.01,0,0.0075
"7248","2019-11-04",0,0,0,0,0
"7249","2019-11-05",0,0,0,0,0
"7250","2019-11-06",0,0.01,0,0,0.0025
"7251","2019-11-07",0,0,0,0,0
"7252","2019-11-08",0.09,1.11,0.03,0.32,0.3875
"7253","2019-11-09",0.27,0.18,0.14,0.09,0.17
"7254","2019-11-10",0,0,0,0,0
"7255","2019-11-11",0,0,0,0,0
"7256","2019-11-12",0,0,0,0,0
"7257","2019-11-13",0,0,0,0,0
"7258","2019-11-14",0,0,0,0,0
"7259","2019-11-15",0.01,0.07,NA,0.52,NA
"7260","2019-11-16",0,0,NA,0,NA
"7261","2019-11-17",0,0,NA,0,NA
"7262","2019-11-18",0,0,NA,0,NA
"7263","2019-11-19",0,0.01,NA,0,NA
"7264","2019-11-20",0,0,0,0,0
"7265","2019-11-21",0,0,0,0,0
"7266","2019-11-22",0,0.01,0,0,0.0025
"7267","2019-11-23",0,0,0,0,0
"7268","2019-11-24",0.31,0.62,0.33,0.51,0.4425
"7269","2019-11-25",0,0,0,0,0
"7270","2019-11-26",0,0,0,0,0
"7271","2019-11-27",0,0,0,0,0
"7272","2019-11-28",0,0,0,0,0
"7273","2019-11-29",0,0,0,0.02,0.005
"7274","2019-11-30",0,0,0,0,0
"7275","2019-12-01",0,0,0,0,0
"7276","2019-12-02",0,0.03,0,0,0.0075
"7277","2019-12-03",0,0,0,0,0
"7278","2019-12-04",0,0,0,0,0
"7279","2019-12-05",0,0,0,0,0
"7280","2019-12-06",0,0,0,0,0
"7281","2019-12-07",0,0,0,0,0
"7282","2019-12-08",0,0,0,0,0
"7283","2019-12-09",0,0,0,0,0
"7284","2019-12-10",0,0,0,0,0
"7285","2019-12-11",0.05,0.33,0.41,0.06,0.2125
"7286","2019-12-12",1.63,0.25,0.93,0.53,0.835
"7287","2019-12-13",0,0,0,0,0
"7288","2019-12-14",0,0,0.03,0,0.0075
"7289","2019-12-15",0,0,0,0,0
"7290","2019-12-16",0,0,0,0,0
"7291","2019-12-17",0,0,0,0,0
"7292","2019-12-18",0.17,0.34,0.15,0.15,0.2025
"7293","2019-12-19",0,0,0,0,0
"7294","2019-12-20",0,0,0,0,0
"7295","2019-12-21",0,0,0,0,0
"7296","2019-12-22",0.15,0.13,0.07,0.07,0.105
"7297","2019-12-23",0.1,NA,0.06,0.04,NA
"7298","2019-12-24",0,NA,0,0,NA
"7299","2019-12-25",0,NA,0,0,NA
"7300","2019-12-26",0.01,0,0,0.01,0.005
"7301","2019-12-27",0.2,0.13,0.31,0.22,0.215
"7302","2019-12-28",0.56,0.81,0.54,0.12,0.5075
"7303","2019-12-29",0,0.02,0,0,0.005
"7304","2019-12-30",0,0,0,0,0
"7305","2019-12-31",0,0,0,0,0
"7306","2020-01-01",0,0,0,0,0
"7307","2020-01-02",0,0,0,0,0
"7308","2020-01-03",0,0.01,0,0,0.0025
"7309","2020-01-04",0.03,0.07,0.04,0,0.035
"7310","2020-01-05",0,0,0,0,0
"7311","2020-01-06",0,0,0,0,0
"7312","2020-01-07",0,0,0,0,0
"7313","2020-01-08",0,0,0,0,0
"7314","2020-01-09",0,0.01,0,0,0.0025
"7315","2020-01-10",0,0,0,0,0
"7316","2020-01-11",0,0,0,0,0
"7317","2020-01-12",0,0,0,0,0
"7318","2020-01-13",0,0,0,0,0
"7319","2020-01-14",0,0,0,0,0
"7320","2020-01-15",0,0,0,0,0
"7321","2020-01-16",0,0,0,0,0
"7322","2020-01-17",0,0,0,0,0
"7323","2020-01-18",0,0,0,0,0
"7324","2020-01-19",0,0,0,0,0
"7325","2020-01-20",0,0,0,0,0
"7326","2020-01-21",0,0,0,0,0
"7327","2020-01-22",0,0.01,0.01,0.01,0.0075
"7328","2020-01-23",0,0.01,0.01,0.02,0.01
"7329","2020-01-24",0.06,0.05,0.08,0.03,0.055
"7330","2020-01-25",0,0.01,0.01,0,0.005
"7331","2020-01-26",0,0,0,0,0
"7332","2020-01-27",0.02,0.03,0,0,0.0125
"7333","2020-01-28",0.01,0,0,0,0.0025
"7334","2020-01-29",0.74,0.62,0.91,0.87,0.785
"7335","2020-01-30",0.01,0.02,0,0,0.0075
"7336","2020-01-31",0.04,0.21,0.28,NA,NA
"7337","2020-02-01",0.46,0.57,0.47,NA,NA
"7338","2020-02-02",0,0,0,0,0
"7339","2020-02-03",0,0,0,0,0
"7340","2020-02-04",0,0,0,0,0
"7341","2020-02-05",0,0,0,0,0
"7342","2020-02-06",0,0,0,0,0
"7343","2020-02-07",0.4,0.5,0.34,NA,NA
"7344","2020-02-08",0,0.02,0,0,0.005
"7345","2020-02-09",0,0,0,0,0
"7346","2020-02-10",0,0,0,0,0
"7347","2020-02-11",0,0,0,0,0
"7348","2020-02-12",0,0.01,0,0,0.0025
"7349","2020-02-13",0,0,0,0,0
"7350","2020-02-14",0.24,NA,0,0,NA
"7351","2020-02-15",0,0.01,0,0,0.0025
"7352","2020-02-16",0.18,0.39,0.23,NA,NA
"7353","2020-02-17",0,0,0.01,0,0.0025
"7354","2020-02-18",0,0.01,0,0,0.0025
"7355","2020-02-19",0,0,0,0,0
"7356","2020-02-20",0,0,0,0,0
"7357","2020-02-21",0.02,0,0,0,0.005
"7358","2020-02-22",0,0,0,0,0
"7359","2020-02-23",0,0,0,0,0
"7360","2020-02-24",0,0,0,0,0
"7361","2020-02-25",0,0,0,0,0
"7362","2020-02-26",0.84,1.08,0.13,0.01,0.515
"7363","2020-02-27",0,0,0.01,0,0.0025
"7364","2020-02-28",0,0,0,0,0
"7365","2020-02-29",0,0,0,0,0
"7366","2020-03-01",0,0,0,0,0
"7367","2020-03-02",0,0,0,0,0
"7368","2020-03-03",0,0,0,0,0
"7369","2020-03-04",0,0,0,0,0
"7370","2020-03-05",0,0,0,0,0
"7371","2020-03-06",0,0,0,0,0
"7372","2020-03-07",0,0,0,0,0
"7373","2020-03-08",0,0,0,0,0
"7374","2020-03-09",0,0.02,0.01,0,0.0075
"7375","2020-03-10",0,0.04,0.26,0,0.075
"7376","2020-03-11",0,0,0.01,0,0.0025
"7377","2020-03-12",0,0,0,0,0
"7378","2020-03-13",0,0,0,0,0
"7379","2020-03-14",0,0,0,0,0
"7380","2020-03-15",0,0,0,0,0
"7381","2020-03-16",0,0,0,0,0
"7382","2020-03-17",0,0,0,0,0
"7383","2020-03-18",0,0,0,0,0
"7384","2020-03-19",0,0,0,0,0
"7385","2020-03-20",0,0,0,0,0
"7386","2020-03-21",0,0,0,0,0
"7387","2020-03-22",0,0,0,0,0
"7388","2020-03-23",0,0,0,0,0
"7389","2020-03-24",0,0,0,0,0
"7390","2020-03-25",0,0,0,0,0
"7391","2020-03-26",0,0,0,0,0
"7392","2020-03-27",0,0,0,0,0
"7393","2020-03-28",0,0,0,0,0
"7394","2020-03-29",0,0.01,0,0,0.0025
"7395","2020-03-30",0,0,0,0,0
"7396","2020-03-31",0,0,0,0,0
"7397","2020-04-01",0.05,0.03,0.05,0.09,0.055
"7398","2020-04-02",0,0,0,0.01,0.0025
"7399","2020-04-03",0,0,0,0,0
"7400","2020-04-04",0,0,0,0,0
"7401","2020-04-05",0.01,0.01,0.02,0,0.01
"7402","2020-04-06",0.01,0.01,0.01,0.01,0.01
"7403","2020-04-07",0,0,0,0,0
"7404","2020-04-08",0,0,0,0,0
"7405","2020-04-09",0,0,0,0,0
"7406","2020-04-10",0.02,0,0.01,0,0.0075
"7407","2020-04-11",0,0,0,0,0
"7408","2020-04-12",0,0,0,0,0
"7409","2020-04-13",0,0,0,0,0
"7410","2020-04-14",0.92,0.69,0.02,0.37,0.5
"7411","2020-04-15",0,0,0,0,0
"7412","2020-04-16",0.44,0.4,0.19,0.24,0.3175
"7413","2020-04-17",0.41,0,0.59,0.4,0.35
"7414","2020-04-18",0.09,0.12,0.02,0.18,0.1025
"7415","2020-04-19",0.17,0,0.01,0,0.045
"7416","2020-04-20",0.43,0,0.38,0.18,0.2475
"7417","2020-04-21",0.15,0.01,0.11,0,0.0675
"7418","2020-04-22",0,0,0,0,0
"7419","2020-04-23",0,0,0,0,0
"7420","2020-04-24",0.14,0.13,0.3,0.57,0.285
"7421","2020-04-25",0.77,0.27,0.36,0.3,0.425
"7422","2020-04-26",0.18,1.53,0.73,0.94,0.845
"7423","2020-04-27",0,0,0,0,0
"7424","2020-04-28",0,0,0,0,0
"7425","2020-04-29",0,0,0,0,0
"7426","2020-04-30",0.32,0.4,0.31,0.26,0.3225
"7427","2020-05-01",0,0,0,0,0
"7428","2020-05-02",0,0,0,0,0
"7429","2020-05-03",0,0,0,0,0
"7430","2020-05-04",0,0,0,0,0
"7431","2020-05-05",0,0.01,0,0,0.0025
"7432","2020-05-06",0,0,0,0,0
"7433","2020-05-07",0,0,0,0,0
"7434","2020-05-08",0,0,0,0,0
"7435","2020-05-09",0,0,0,0,0
"7436","2020-05-10",0.21,0.03,0.06,0.09,0.0975
"7437","2020-05-11",0,0,0.01,0,0.0025
"7438","2020-05-12",0,0,0,0,0
"7439","2020-05-13",0,0,0,0,0
"7440","2020-05-14",0,0,0,0,0
"7441","2020-05-15",0.34,0.23,0.18,0.12,0.2175
"7442","2020-05-16",0.12,0.02,0.02,0,0.04
"7443","2020-05-17",0.32,0.27,0,0,0.1475
"7444","2020-05-18",0.58,1.15,2.05,1.58,1.34
"7445","2020-05-19",0.22,1.1,0.17,0.04,0.3825
"7446","2020-05-20",0,0,0,0,0
"7447","2020-05-21",0.11,0.95,0.1,0.08,0.31
"7448","2020-05-22",0.15,0.01,0,0,0.04
"7449","2020-05-23",0,0,0,0,0
"7450","2020-05-24",0.41,0.79,1.34,1.01,0.8875
"7451","2020-05-25",1.95,1.68,0.44,0.31,1.095
"7452","2020-05-26",0.41,0.01,0.13,0.1,0.1625
"7453","2020-05-27",0.36,0.82,0.49,0.21,0.47
"7454","2020-05-28",0,0,0.06,0.13,0.0475
"7455","2020-05-29",0.04,0.15,0.01,0,0.05
"7456","2020-05-30",0.27,0,0,0,0.0675
"7457","2020-05-31",0,0,0,0,0
"7458","2020-06-01",0,0,0,0,0
"7459","2020-06-02",0.88,0,0.1,0.05,0.2575
"7460","2020-06-03",1.1,1.86,1.79,1.03,1.445
"7461","2020-06-04",0.75,0.25,0.55,0.44,0.4975
"7462","2020-06-05",0.85,0.68,1.25,0.87,0.9125
"7463","2020-06-06",0,0.01,0,0,0.0025
"7464","2020-06-07",NA,0,0,0,NA
"7465","2020-06-08",NA,0.68,0,0,NA
"7466","2020-06-09",0.07,0,0,0,0.0175
"7467","2020-06-10",0.28,0,0.03,0.05,0.09
"7468","2020-06-11",0,0,0.18,0.01,0.0475
"7469","2020-06-12",0,0,0,0,0
"7470","2020-06-13",0,0,0,0,0
"7471","2020-06-14",0,0,0,0.15,0.0375
"7472","2020-06-15",0,0.02,0,0,0.005
"7473","2020-06-16",0,0.03,0,0,0.0075
"7474","2020-06-17",0,0,0,0.01,0.0025
"7475","2020-06-18",0.3,0.32,0.78,0.12,0.38
"7476","2020-06-19",0.71,0.81,0.37,0.49,0.595
"7477","2020-06-20",0,0,0,0,0
"7478","2020-06-21",0,0,0.02,0,0.005
"7479","2020-06-22",0.04,0.01,0.38,0,0.1075
"7480","2020-06-23",0,0.17,0.01,0,0.045
"7481","2020-06-24",0,0,0,0,0
"7482","2020-06-25",0,0,0,0,0
"7483","2020-06-26",0,NA,0,0,NA
"7484","2020-06-27",0,NA,0,0,NA
"7485","2020-06-28",0,NA,0,0,NA
"7486","2020-06-29",0,NA,0,0,NA
"7487","2020-06-30",0,0.29,0,0,0.0725
"7488","2020-07-01",0,0.02,0,0,0.005
"7489","2020-07-02",0.2,0.01,0,0.45,0.165
"7490","2020-07-03",0,0,0.23,0,0.0575
"7491","2020-07-04",0.1,0.08,0,0,0.045
"7492","2020-07-05",0.26,0.26,0.36,0.2,0.27
"7493","2020-07-06",0.06,0.59,0.58,0.21,0.36
"7494","2020-07-07",0.53,0.8,0.73,1.63,0.9225
"7495","2020-07-08",0.04,0.02,0.04,0,0.025
"7496","2020-07-09",0.32,0.12,0.26,0,0.175
"7497","2020-07-10",1.11,0.52,0,0.16,0.4475
"7498","2020-07-11",0.13,0.21,0.21,0.22,0.1925
"7499","2020-07-12",0.47,0.06,0.41,0.09,0.2575
"7500","2020-07-13",0,0,0,0,0
"7501","2020-07-14",0,0,0,0,0
"7502","2020-07-15",2.86,0,0,0.05,0.7275
"7503","2020-07-16",0.02,0,0.1,0.03,0.0375
"7504","2020-07-17",0.09,0,0.45,0.09,0.1575
"7505","2020-07-18",0.05,0.01,0.02,0.05,0.0325
"7506","2020-07-19",1.78,0.45,0.29,0.33,0.7125
"7507","2020-07-20",0,0.87,0.13,0,0.25
"7508","2020-07-21",0.26,0.03,0.06,0.09,0.11
"7509","2020-07-22",0.96,0.21,0.11,0.41,0.4225
"7510","2020-07-23",0.06,0.33,0.01,0.14,0.135
"7511","2020-07-24",0,0,0.03,0,0.0075
"7512","2020-07-25",0.18,0,0.09,0.06,0.0825
"7513","2020-07-26",0,0.59,0.71,1.35,0.6625
"7514","2020-07-27",0.01,0.68,0.67,1.4,0.69
"7515","2020-07-28",0.56,0,0.01,0.68,0.3125
"7516","2020-07-29",0.17,0,0.01,0.45,0.1575
"7517","2020-07-30",0,0,0.01,0,0.0025
"7518","2020-07-31",0,0,0,0,0
"7519","2020-08-01",0.4,0.2,0.07,0.58,0.3125
"7520","2020-08-02",0.01,0,0.02,0.02,0.0125
"7521","2020-08-03",0,0,0,0,0
"7522","2020-08-04",0,0.01,0,0,0.0025
"7523","2020-08-05",2.15,0.05,1.1,1.65,1.2375
"7524","2020-08-06",0,0,0,0,0
"7525","2020-08-07",1.68,0.36,0.14,1.72,0.975
"7526","2020-08-08",0.43,0,0.13,0.07,0.1575
"7527","2020-08-09",0,0,0.02,0,0.005
"7528","2020-08-10",0,0,0,0,0
"7529","2020-08-11",2.72,0,0,0,0.68
"7530","2020-08-12",0,0,0,0,0
"7531","2020-08-13",0,0,0.01,0,0.0025
"7532","2020-08-14",0,0,0,0,0
"7533","2020-08-15",0,0,0.02,0,0.005
"7534","2020-08-16",0,0.01,0.01,0,0.005
"7535","2020-08-17",0.19,0.18,0.1,0.12,0.1475
"7536","2020-08-18",1.37,0.51,0.29,0.73,0.725
"7537","2020-08-19",0,0.32,0.11,0.2,0.1575
"7538","2020-08-20",0.27,0.88,0.6,0.24,0.4975
"7539","2020-08-21",0,0.78,0.09,0.08,0.2375
"7540","2020-08-22",0.06,0,0.16,0,0.055
"7541","2020-08-23",0,0.01,0.03,0,0.01
"7542","2020-08-24",0,0.64,0.3,0,0.235
"7543","2020-08-25",0.01,0,0.15,0,0.04
"7544","2020-08-26",0.22,0.04,0.03,0,0.0725
"7545","2020-08-27",0.53,0.35,0,0.01,0.2225
"7546","2020-08-28",0,0,0,0,0
"7547","2020-08-29",0.42,0.42,1.08,0.63,0.6375
"7548","2020-08-30",0.23,0,0.82,0.47,0.38
"7549","2020-08-31",1.34,0,0.06,0,0.35
"7550","2020-09-01",0,0,0,0,0
"7551","2020-09-02",0,0,0,0,0
"7552","2020-09-03",0,0,0,0,0
"7553","2020-09-04",0,0,0,0,0
"7554","2020-09-05",0.57,0.23,0.65,0.41,0.465
"7555","2020-09-06",2.86,0.58,0.38,0.74,1.14
"7556","2020-09-07",0.58,0.03,0.38,NA,NA
"7557","2020-09-08",0,0,0,NA,NA
"7558","2020-09-09",0,0.12,0.04,0.61,0.1925
"7559","2020-09-10",0.18,0.03,0.52,0.3,0.2575
"7560","2020-09-11",0.08,0.5,0.2,0.28,0.265
"7561","2020-09-12",0.47,0.21,0.32,0.25,0.3125
"7562","2020-09-13",0,0.22,0.22,0.29,0.1825
"7563","2020-09-14",0.02,0.38,0,0.04,0.11
"7564","2020-09-15",0.04,0.29,0.01,0.01,0.0875
"7565","2020-09-16",0.3,0.84,0.89,0.56,0.6475
"7566","2020-09-17",0.19,0,0.22,0,0.1025
"7567","2020-09-18",0,0,0.04,0.04,0.02
"7568","2020-09-19",0.15,0,0,0,0.0375
"7569","2020-09-20",0.54,0,0,0,0.135
"7570","2020-09-21",0,0,0.21,0.14,0.0875
"7571","2020-09-22",0,0,0,0,0
"7572","2020-09-23",0,0,0,0,0
"7573","2020-09-24",0.04,0,0,0.32,0.09
"7574","2020-09-25",0.18,0,0.65,0.69,0.38
"7575","2020-09-26",0,2.21,0.01,NA,NA
"7576","2020-09-27",0,0,0.59,0.41,0.25
"7577","2020-09-28",0.07,0.15,0.01,0.01,0.06
"7578","2020-09-29",0,0.01,0,0,0.0025
"7579","2020-09-30",0.06,0,0.11,0.04,0.0525
"7580","2020-10-01",0,0,0,0,0
"7581","2020-10-02",0,0,0,0,0
"7582","2020-10-03",1.44,0.65,0.72,1.7,1.1275
"7583","2020-10-04",0.42,0.02,0.08,0.05,0.1425
"7584","2020-10-05",0.03,0.01,0.03,0,0.0175
"7585","2020-10-06",0.39,0.56,0.67,0.36,0.495
"7586","2020-10-07",0,0,0.01,0,0.0025
"7587","2020-10-08",0,0,0,0,0
"7588","2020-10-09",0,0,0,0,0
"7589","2020-10-10",0.12,0.17,0.56,0.06,0.2275
"7590","2020-10-11",0.05,0,0.02,1.1,0.2925
"7591","2020-10-12",0,0.26,0.33,0.09,0.17
"7592","2020-10-13",0,0,0,0,0
"7593","2020-10-14",0,0,0,0,0
"7594","2020-10-15",0,0,0,0.12,0.03
"7595","2020-10-16",1.23,0.21,0.22,0.05,0.4275
"7596","2020-10-17",0,0,0,0,0
"7597","2020-10-18",0.07,0,0.15,0,0.055
"7598","2020-10-19",0.39,0.55,1.59,1.23,0.94
"7599","2020-10-20",0.03,0.12,0.04,0.18,0.0925
"7600","2020-10-21",0.14,0.23,0.39,0.29,0.2625
"7601","2020-10-22",0.57,0.2,0.03,0.17,0.2425
"7602","2020-10-23",0,0.01,0.1,0,0.0275
"7603","2020-10-24",0,0.05,0.29,0.04,0.095
"7604","2020-10-25",0,1.04,0.01,0.26,0.3275
"7605","2020-10-26",0.75,0,0.24,0.02,0.2525
"7606","2020-10-27",0,0,0.01,0,0.0025
"7607","2020-10-28",0,0,0,0,0
"7608","2020-10-29",0,0,0.03,0,0.0075
"7609","2020-10-30",0,0,0,0,0
"7610","2020-10-31",0.04,0.13,0.89,0.06,0.28
"7611","2020-11-01",0,0.67,0,0.03,0.175
"7612","2020-11-02",0.05,0,0,0,0.0125
"7613","2020-11-03",0,0,0,0,0
"7614","2020-11-04",0,0,0,0,0
"7615","2020-11-05",0.47,0,0,0.04,0.1275
"7616","2020-11-06",0,0,0,0,0
"7617","2020-11-07",0.36,0.02,0,0.01,0.0975
"7618","2020-11-08",1.18,1.06,0.98,1.13,1.0875
"7619","2020-11-09",0.34,0.4,0.49,0.77,0.5
"7620","2020-11-10",0.41,0.06,0.12,0.31,0.225
"7621","2020-11-11",0.17,0.44,0.27,0.34,0.305
"7622","2020-11-12",0.09,0.01,0,0,0.025
"7623","2020-11-13",0,0,0,0,0
"7624","2020-11-14",0,0,0,0,0
"7625","2020-11-15",0,0,0,0,0
"7626","2020-11-16",0.01,0,0,0,0.0025
"7627","2020-11-17",0,0,0,0,0
"7628","2020-11-18",0,0,0,0,0
"7629","2020-11-19",0.01,0,0,0,0.0025
"7630","2020-11-20",0.02,0,0,0,0.005
"7631","2020-11-21",0.25,0,0.01,0.01,0.0675
"7632","2020-11-22",0.02,0,0.05,0,0.0175
"7633","2020-11-23",0.01,0,0,0,0.0025
"7634","2020-11-24",0,0,0,0,0
"7635","2020-11-25",0,0,0,0,0
"7636","2020-11-26",0,0,0,0,0
"7637","2020-11-27",0,0,0,0,0
"7638","2020-11-28",0,0,0,0,0
"7639","2020-11-29",0,0,0,0,0
"7640","2020-11-30",0.07,0.23,0.18,0.07,0.1375
"7641","2020-12-01",0,0,0,0,0
"7642","2020-12-02",0,0,0,0,0
"7643","2020-12-03",0,0,0,0,0
"7644","2020-12-04",0,0,NA,NA,NA
"7645","2020-12-05",0,0,NA,NA,NA
"7646","2020-12-06",0,0,0,0,0
"7647","2020-12-07",0.81,1.05,1.65,1.45,1.24
"7648","2020-12-08",0,0,0,0,0
"7649","2020-12-09",0,0,0,0,0
"7650","2020-12-10",0,0,0.01,0,0.0025
"7651","2020-12-11",0,0,0,0,0
"7652","2020-12-12",0.16,0.06,0.04,0.02,0.07
"7653","2020-12-13",0,0,0.01,0.01,0.005
"7654","2020-12-14",0,0,0,0,0
"7655","2020-12-15",0,0,0,0,0
"7656","2020-12-16",0,0,0,0,0
"7657","2020-12-17",0.01,0,0.01,0,0.005
"7658","2020-12-18",0,0.01,0,0,0.0025
"7659","2020-12-19",0,0,0,0,0
"7660","2020-12-20",0.01,0,0,0,0.0025
"7661","2020-12-21",0.29,0,0.1,0.11,0.125
"7662","2020-12-22",0,0.02,0,0,0.005
"7663","2020-12-23",0,0,0,0,0
"7664","2020-12-24",0,0,0.03,0.17,0.05
"7665","2020-12-25",0.02,0.01,0.03,0.06,0.03
"7666","2020-12-26",0,0,0,0,0
"7667","2020-12-27",0,0,0,0,0
"7668","2020-12-28",0.02,0,0,0,0.005
"7669","2020-12-29",0,0,0,0,0
"7670","2020-12-30",0,0,0,0,0
"7671","2020-12-31",0,0,0,0,0
"7672","2021-01-01",0,0,0.01,0,0.0025
"7673","2021-01-02",0,0,0,0,0
"7674","2021-01-03",0,0,0,0,0
"7675","2021-01-04",0,0,0,0,0
"7676","2021-01-05",0,0,0,0,0
"7677","2021-01-06",0,0,0,0,0
"7678","2021-01-07",0,0,0,0,0
"7679","2021-01-08",0,0,0.03,0,0.0075
"7680","2021-01-09",0,0,0,0,0
"7681","2021-01-10",0,0,0,0,0
"7682","2021-01-11",0,0,0,0,0
"7683","2021-01-12",0.02,0.04,0.04,0.03,0.0325
"7684","2021-01-13",0.05,0.09,0.08,0.11,0.0825
"7685","2021-01-14",0.02,0.04,0.05,0.04,0.0375
"7686","2021-01-15",0,0,0,0,0
"7687","2021-01-16",0,0,0,0,0
"7688","2021-01-17",0,0,0,0,0
"7689","2021-01-18",0,0,0,0,0
"7690","2021-01-19",0,0,0,0,0
"7691","2021-01-20",0,0,0,0,0
"7692","2021-01-21",0,0,0.01,0,0.0025
"7693","2021-01-22",0,0,0,0,0
"7694","2021-01-23",0,0,0,0,0
"7695","2021-01-24",0,0,0,0,0
"7696","2021-01-25",0,0,0,0,0
"7697","2021-01-26",0,0,0,0.01,0.0025
"7698","2021-01-27",0,0,0,0,0
"7699","2021-01-28",0,0,0,0,0
"7700","2021-01-29",0,0,0,0,0
"7701","2021-01-30",0,0,0,0,0
"7702","2021-01-31",0,0,0,0,0
"7703","2021-02-01",0.07,0.12,0.12,0.1,0.1025
"7704","2021-02-02",0,0,0.01,0,0.0025
"7705","2021-02-03",0,0,0,0,0
"7706","2021-02-04",0,0,0,0,0
"7707","2021-02-05",0,0,0,0,0
"7708","2021-02-06",0.01,0.04,0.03,0.26,0.085
"7709","2021-02-07",0.78,0.21,0.25,0.15,0.3475
"7710","2021-02-08",0,0,0.01,0,0.0025
"7711","2021-02-09",0.01,0,0,0,0.0025
"7712","2021-02-10",0,0,0,0,0
"7713","2021-02-11",0,0,0,0,0
"7714","2021-02-12",0,0,0,0,0
"7715","2021-02-13",0.66,0.07,0.22,0.97,0.48
"7716","2021-02-14",0.02,0.25,0.01,0.01,0.0725
"7717","2021-02-15",0,0.01,0,0,0.0025
"7718","2021-02-16",0.12,0.16,0.24,0.25,0.1925
"7719","2021-02-17",0.35,0.04,0.45,0.44,0.32
"7720","2021-02-18",0,0,0.01,0,0.0025
"7721","2021-02-19",0,0.02,0,0,0.005
"7722","2021-02-20",0,0,0,0,0
"7723","2021-02-21",0,0,0,0,0
"7724","2021-02-22",0.31,0.14,0,0,0.1125
"7725","2021-02-23",0.01,0.01,0.13,0.06,0.0525
"7726","2021-02-24",0,0,0,0,0
"7727","2021-02-25",0,0,0,0,0
"7728","2021-02-26",0,0,0,0,0
"7729","2021-02-27",0,0,0,0,0
"7730","2021-02-28",0,0,0,0,0
"7731","2021-03-01",0.02,0,0,0,0.005
"7732","2021-03-02",0.1,0,0.01,0,0.0275
"7733","2021-03-03",0.18,0.11,0.01,0.09,0.0975
"7734","2021-03-04",0,0,0,0,0
"7735","2021-03-05",0,0,0,0,0
"7736","2021-03-06",0.34,0.37,0.38,0.37,0.365
"7737","2021-03-07",0.01,0,0,0,0.0025
"7738","2021-03-08",0,0,0,0,0
"7739","2021-03-09",0,0,0,0,0
"7740","2021-03-10",0,0,0,0,0
"7741","2021-03-11",0,0,0,0,0
"7742","2021-03-12",0,0,0,0,0
"7743","2021-03-13",0,0,0,0,0
"7744","2021-03-14",0,0,0,0,0
"7745","2021-03-15",0,0,0,0,0
"7746","2021-03-16",0,0,0,0,0
"7747","2021-03-17",0,0,0,0,0
"7748","2021-03-18",0,0,0,0,0
"7749","2021-03-19",0,0,0,0,0
"7750","2021-03-20",0,0,0,0,0
"7751","2021-03-21",0,0.01,0,0,0.0025
"7752","2021-03-22",0,0,0,0,0
"7753","2021-03-23",0,0,0,0,0
"7754","2021-03-24",0,0,0,0,0
"7755","2021-03-25",0,0,0,0,0
"7756","2021-03-26",0,0,0,0,0
"7757","2021-03-27",0,0,0,0,0
"7758","2021-03-28",0,0,0,0,0
"7759","2021-03-29",0,0,0,0,0
"7760","2021-03-30",0,0,0,0,0
"7761","2021-03-31",0,0.12,0.07,0.38,0.1425
"7762","2021-04-01",0.34,0.07,0.03,0.28,0.18
"7763","2021-04-02",0,0,0,0,0
"7764","2021-04-03",0,0,0,0,0
"7765","2021-04-04",0,0,0,0,0
"7766","2021-04-05",0,0,0,0,0
"7767","2021-04-06",0,0,0,0,0
"7768","2021-04-07",0,0,0,0,0
"7769","2021-04-08",0,0,0,0,0
"7770","2021-04-09",0,0,0,0,0
"7771","2021-04-10",0.09,0.03,0.03,0,0.0375
"7772","2021-04-11",1.11,1.1,0.86,0.82,0.9725
"7773","2021-04-12",0.08,0.05,0.06,0,0.0475
"7774","2021-04-13",0,0,0,0,0
"7775","2021-04-14",0,0,0,0,0
"7776","2021-04-15",0,0,0,0,0
"7777","2021-04-16",0,0,0,0,0
"7778","2021-04-17",0,0,0,0,0
"7779","2021-04-18",0,0,0,0,0
"7780","2021-04-19",0.78,0.8,0.87,0.22,0.6675
"7781","2021-04-20",0.05,0.04,0.02,0.01,0.03
"7782","2021-04-21",0,0.03,0,0,0.0075
"7783","2021-04-22",0,0,0,0,0
"7784","2021-04-23",0,0,0,0,0
"7785","2021-04-24",0,0,0.02,0,0.005
"7786","2021-04-25",0,0,0,0,0
"7787","2021-04-26",0,0,0,0,0
"7788","2021-04-27",0,0,0,0,0
"7789","2021-04-28",0,0,0,0,0
"7790","2021-04-29",0.05,0.05,0.4,0.37,0.2175
"7791","2021-04-30",0.5,0.06,0.04,0.05,0.1625
"7792","2021-05-01",0.01,0,0,0,0.0025
"7793","2021-05-02",0,0.01,0,0,0.0025
"7794","2021-05-03",0.25,0.15,0,0,0.1
"7795","2021-05-04",0,0,0,0,0
"7796","2021-05-05",0.07,0.06,2.01,NA,NA
"7797","2021-05-06",0.48,0,0,NA,NA
"7798","2021-05-07",0,0,0,0,0
