"","date","LZ40_H2OT_Degrees Celsius"
"7016",2014-03-17,22.2
"7017",2014-03-18,22.37
"7018",2014-03-19,22.31
"7019",2014-03-20,22.83
"7020",2014-03-21,23.43
"7021",2014-03-22,23.48
"7022",2014-03-23,23.71
"7023",2014-03-24,23.96
"7024",2014-03-25,23.58
"7025",2014-03-26,21.98
"7026",2014-03-27,21.03
"7027",2014-03-28,21.09
"7028",2014-03-29,21.66
"7029",2014-03-30,21.73
"7030",2014-03-31,21.5
"7031",2014-04-01,21.46
"7032",2014-04-02,21.68
"7033",2014-04-03,22.09
"7034",2014-04-04,22.61
"7035",2014-04-05,22.91
"7036",2014-04-06,23.3
"7037",2014-04-07,23.77
"7038",2014-04-08,24.48
"7039",2014-04-09,23.73
"7040",2014-04-10,23.31
"7041",2014-04-11,23.3
"7042",2014-04-12,23.57
"7043",2014-04-13,23.89
"7044",2014-04-14,23.83
"7045",2014-04-15,24.63
"7046",2014-04-16,24.88
"7047",2014-04-17,24.58
"7048",2014-04-18,24.66
"7049",2014-04-19,25.04
"7050",2014-04-20,24.49
"7051",2014-04-21,23.88
"7052",2014-04-22,23.82
"7053",2014-04-23,23.9
"7054",2014-04-24,24.08
"7055",2014-04-25,24.27
"7056",2014-04-26,24.65
"7057",2014-04-27,25.08
"7058",2014-04-28,25.44
"7059",2014-04-29,26.27
"7060",2014-04-30,26.76
"7061",2014-05-01,27.13
"7062",2014-05-02,27.4
"7063",2014-05-03,26.98
"7064",2014-05-04,26.23
"7065",2014-05-05,25.73
"7066",2014-05-06,25.77
"7067",2014-05-07,26.11
"7068",2014-05-08,26.43
"7069",2014-05-09,26.79
"7070",2014-05-10,26.88
"7071",2014-05-11,26.94
"7072",2014-05-12,27.09
"7073",2014-05-13,27.11
"7074",2014-05-14,27.21
"7075",2014-05-15,27.09
"7076",2014-05-16,26.62
"7077",2014-05-17,25.48
"7078",2014-05-18,25.13
"7079",2014-05-19,25.26
"7080",2014-05-20,25.41
"7081",2014-05-21,25.48
"7082",2014-05-22,25.59
"7083",2014-05-23,25.6
"7084",2014-05-24,25.79
"7085",2014-05-25,26.28
"7086",2014-05-26,26.56
"7087",2014-05-27,26.97
"7088",2014-05-28,27.11
"7089",2014-05-29,27.76
"7090",2014-05-30,27.76
"7091",2014-05-31,27.93
"7092",2014-06-01,28.14
"7093",2014-06-02,27.82
"7094",2014-06-03,27.09
"7095",2014-06-04,26.81
"7096",2014-06-05,26.82
"7097",2014-06-06,26.97
"7098",2014-06-07,27.12
"7099",2014-06-08,27.57
"7100",2014-06-09,27.52
"7101",2014-06-10,27.94
"7102",2014-06-11,27.89
"7103",2014-06-12,27.81
"7104",2014-06-13,27.63
"7105",2014-06-14,27.89
"7106",2014-06-15,27.75
"7107",2014-06-16,27.79
"7108",2014-06-17,28.07
"7109",2014-06-18,27.87
"7110",2014-06-19,27.51
"7111",2014-06-20,27.78
"7112",2014-06-21,28.07
"7113",2014-06-22,28.15
"7114",2014-06-23,28.31
"7115",2014-06-24,28.67
"7116",2014-06-25,29.17
"7117",2014-06-26,29.27
"7118",2014-06-27,29.67
"7119",2014-06-28,29.61
"7120",2014-06-29,29.79
"7121",2014-06-30,29.61
"7122",2014-07-01,29.3
"7123",2014-07-02,29.06
"7124",2014-07-03,29.15
"7125",2014-07-04,29.59
"7126",2014-07-05,29.49
"7127",2014-07-06,29.41
"7128",2014-07-07,29.11
"7129",2014-07-08,29.28
"7130",2014-07-09,29.15
"7131",2014-07-10,29.18
"7132",2014-07-11,29.13
"7133",2014-07-12,29.42
"7134",2014-07-13,28.95
"7135",2014-07-14,28.86
"7136",2014-07-15,29.46
"7137",2014-07-16,29.04
"7138",2014-07-17,28.71
"7139",2014-07-18,29.45
"7140",2014-07-19,30.52
"7141",2014-07-20,30.96
"7142",2014-07-21,30.35
"7143",2014-07-22,29.95
"7144",2014-07-23,29.86
"7145",2014-07-24,29.91
"7146",2014-07-25,30.08
"7147",2014-07-26,30.19
"7148",2014-07-27,30.46
"7149",2014-07-28,30.76
"7150",2014-07-29,30.71
"7151",2014-07-30,30.48
"7152",2014-07-31,30.36
"7153",2014-08-01,30.11
"7154",2014-08-02,30.66
"7155",2014-08-03,30.94
"7156",2014-08-04,30.31
"7157",2014-08-05,29.63
"7158",2014-08-06,29.32
"7159",2014-08-07,29.66
"7160",2014-08-08,29.55
"7161",2014-08-09,29.71
"7162",2014-08-10,30.27
"7163",2014-08-11,30.26
"7164",2014-08-12,30.29
"7165",2014-08-13,30.49
"7166",2014-08-14,30.47
"7167",2014-08-15,30.21
"7168",2014-08-16,29.62
"7169",2014-08-17,29.31
"7170",2014-08-18,29.45
"7171",2014-08-19,29.5
"7172",2014-08-20,29.72
"7173",2014-08-21,30
"7174",2014-08-22,30.16
"7175",2014-08-23,30.32
"7176",2014-08-24,30.5
"7177",2014-08-25,30.79
"7178",2014-08-26,30.3
"7179",2014-08-27,29.75
"7180",2014-08-28,29.87
"7181",2014-08-29,29.87
"7182",2014-08-30,29.84
"7183",2014-08-31,29.81
"7184",2014-09-01,29.96
"7185",2014-09-02,30.27
"7186",2014-09-03,30.24
"7187",2014-09-04,29.94
"7188",2014-09-05,29.91
"7189",2014-09-06,29.86
"7190",2014-09-07,29.4
"7191",2014-09-08,29.6
"7192",2014-09-09,29.9
"7193",2014-09-10,29.43
"7194",2014-09-11,29.63
"7195",2014-09-12,28.83
"7196",2014-09-13,28.62
"7197",2014-09-14,28.54
"7198",2014-09-15,29.65
"7199",2014-09-16,29.03
"7200",2014-09-17,28.62
"7201",2014-09-18,28.24
"7202",2014-09-19,28.36
"7203",2014-09-20,28.01
"7204",2014-09-21,28.56
"7205",2014-09-22,27.91
"7206",2014-09-23,27.63
"7207",2014-09-24,27.68
"7208",2014-09-25,28.04
"7209",2014-09-26,28.02
"7210",2014-09-27,28.28
"7211",2014-09-28,28.79
"7212",2014-09-29,29.11
"7213",2014-09-30,28.82
"7214",2014-10-01,29.09
"7215",2014-10-02,29.63
"7216",2014-10-03,29.89
"7217",2014-10-04,29.04
"7218",2014-10-05,26.24
"7219",2014-10-06,24.48
"7220",2014-10-07,25.17
"7221",2014-10-08,25.78
"7222",2014-10-09,25.75
"7223",2014-10-10,25.63
"7224",2014-10-11,26.71
"7225",2014-10-12,26.42
"7226",2014-10-13,25.55
"7227",2014-10-14,26.57
"7228",2014-10-15,28.23
"7229",2014-10-16,27.26
"7230",2014-10-17,26.6
"7231",2014-10-18,27.42
"7232",2014-10-19,26.56
"7233",2014-10-20,26.58
"7234",2014-10-21,26.05
"7235",2014-10-22,26.47
"7236",2014-10-23,25.58
"7237",2014-10-24,24.98
"7238",2014-10-25,24.55
"7239",2014-10-26,24.18
"7240",2014-10-27,24.16
"7241",2014-10-28,24.21
"7242",2014-10-29,24.39
"7243",2014-10-30,24.63
"7244",2014-10-31,24.83
"7245",2014-11-01,23.65
"7246",2014-11-02,21.57
"7247",2014-11-03,20.65
"7248",2014-11-04,20.76
"7249",2014-11-05,21.16
"7250",2014-11-06,22.67
"7251",2014-11-07,22.81
"7252",2014-11-08,23.18
"7253",2014-11-09,21.54
"7254",2014-11-10,21.89
"7255",2014-11-11,21.42
"7256",2014-11-12,22.04
"7257",2014-11-13,22.42
"7258",2014-11-14,21.66
"7259",2014-11-15,21.68
"7260",2014-11-16,22.52
"7261",2014-11-17,22.73
"7262",2014-11-18,21.16
"7263",2014-11-19,19.13
"7264",2014-11-20,18.73
"7265",2014-11-21,18.71
"7266",2014-11-22,19.51
"7267",2014-11-23,20.28
"7268",2014-11-24,22.31
"7269",2014-11-25,21.66
"7270",2014-11-26,21.22
"7271",2014-11-27,20.02
"7272",2014-11-28,18.8
"7273",2014-11-29,18.39
"7274",2014-11-30,18.58
"7275",2014-12-01,18.69
"7276",2014-12-02,18.94
"7277",2014-12-03,19.47
"7278",2014-12-04,19.8
"7279",2014-12-05,20.55
"7280",2014-12-06,21.66
"7281",2014-12-07,21.03
"7282",2014-12-08,21.57
"7283",2014-12-09,20.26
"7284",2014-12-10,19.11
"7285",2014-12-11,18.94
"7286",2014-12-12,18.18
"7287",2014-12-13,17.85
"7288",2014-12-14,18.04
"7289",2014-12-15,18.03
"7290",2014-12-16,19.07
"7291",2014-12-17,18.81
"7292",2014-12-18,18.63
"7293",2014-12-19,18.51
"7294",2014-12-20,19.23
"7295",2014-12-21,19.81
"7296",2014-12-22,20.36
"7297",2014-12-23,20.64
"7298",2014-12-24,20.42
"7299",2014-12-25,20.2
"7300",2014-12-26,19.81
"7301",2014-12-27,20.77
"7302",2014-12-28,22.71
"7303",2014-12-29,22.89
"7304",2014-12-30,23.29
"7305",2014-12-31,21.23
"7306",2015-01-01,NA
"7307",2015-01-02,NA
"7308",2015-01-03,NA
"7309",2015-01-04,NA
"7310",2015-01-05,NA
"7311",2015-01-06,23.54
"7312",2015-01-07,22.29
"7313",2015-01-08,21.05
"7314",2015-01-09,19.97
"7315",2015-01-10,19.45
"7316",2015-01-11,19.35
"7317",2015-01-12,19.81
"7318",2015-01-13,20.17
"7319",2015-01-14,20.06
"7320",2015-01-15,20.08
"7321",2015-01-16,19.73
"7322",2015-01-17,19.42
"7323",2015-01-18,19.44
"7324",2015-01-19,19.26
"7325",2015-01-20,19.2
"7326",2015-01-21,20.04
"7327",2015-01-22,20.39
"7328",2015-01-23,20.12
"7329",2015-01-24,20.18
"7330",2015-01-25,19.37
"7331",2015-01-26,18.62
"7332",2015-01-27,17.87
"7333",2015-01-28,17.3
"7334",2015-01-29,17.08
"7335",2015-01-30,18.03
"7336",2015-01-31,17.22
"7337",2015-02-01,17.77
"7338",2015-02-02,17.83
"7339",2015-02-03,17.63
"7340",2015-02-04,18.38
"7341",2015-02-05,18.21
"7342",2015-02-06,17.74
"7343",2015-02-07,17.5
"7344",2015-02-08,17.68
"7345",2015-02-09,17.76
"7346",2015-02-10,18.5
"7347",2015-02-11,18.05
"7348",2015-02-12,18.01
"7349",2015-02-13,17.91
"7350",2015-02-14,17.4
"7351",2015-02-15,16.91
"7352",2015-02-16,17.37
"7353",2015-02-17,17.87
"7354",2015-02-18,18.22
"7355",2015-02-19,16.84
"7356",2015-02-20,15.28
"7357",2015-02-21,15.06
"7358",2015-02-22,15.33
"7359",2015-02-23,15.34
"7360",2015-02-24,15.5
"7361",2015-02-25,15.6
"7362",2015-02-26,17.67
"7363",2015-02-27,18
"7364",2015-02-28,18.08
"7365",2015-03-01,18.51
"7366",2015-03-02,18.74
"7367",2015-03-03,20.47
"7368",2015-03-04,22.22
"7369",2015-03-05,23.4
"7370",2015-03-06,23.62
"7371",2015-03-07,22.44
"7372",2015-03-08,22.48
"7373",2015-03-09,23.05
"7374",2015-03-10,23.48
"7375",2015-03-11,24.08
"7376",2015-03-12,24.69
"7377",2015-03-13,24.67
"7378",2015-03-14,25.05
"7379",2015-03-15,28.15
"7380",2015-03-16,26.06
"7381",2015-03-17,26.34
"7382",2015-03-18,26.94
"7383",2015-03-19,26.26
"7384",2015-03-20,27.4
"7385",2015-03-21,26.94
"7386",2015-03-22,27.23
"7387",2015-03-23,24.78
"7388",2015-03-24,25.18
"7389",2015-03-25,25.39
"7390",2015-03-26,25.24
"7391",2015-03-27,25.05
"7392",2015-03-28,23.63
"7393",2015-03-29,22.3
"7394",2015-03-30,22.35
"7395",2015-03-31,22.23
"7396",2015-04-01,23.52
"7397",2015-04-02,22.33
"7398",2015-04-03,24.35
"7399",2015-04-04,24.06
"7400",2015-04-05,23.86
"7401",2015-04-06,24.49
"7402",2015-04-07,24.99
"7403",2015-04-08,25.73
"7404",2015-04-09,26.1
"7405",2015-04-10,26.24
"7406",2015-04-11,27.24
"7407",2015-04-12,26.76
"7408",2015-04-13,26.72
"7409",2015-04-14,27.82
"7410",2015-04-15,27.43
"7411",2015-04-16,28.57
"7412",2015-04-17,28.69
"7413",2015-04-18,28.24
"7414",2015-04-19,28.38
"7415",2015-04-20,28.47
"7416",2015-04-21,28.66
"7417",2015-04-22,28.11
"7418",2015-04-23,27.95
"7419",2015-04-24,28.16
"7420",2015-04-25,28.09
"7421",2015-04-26,28.08
"7422",2015-04-27,28.87
"7423",2015-04-28,27.77
"7424",2015-04-29,27.24
"7425",2015-04-30,26.63
"7426",2015-05-01,26.45
"7427",2015-05-02,25.42
"7428",2015-05-03,NA
"7429",2015-05-04,NA
"7430",2015-05-05,NA
"7431",2015-05-06,NA
"7432",2015-05-07,NA
"7433",2015-05-08,NA
"7434",2015-05-09,NA
"7435",2015-05-10,NA
"7436",2015-05-11,NA
"7437",2015-05-12,NA
"7438",2015-05-13,NA
"7439",2015-05-14,NA
"7440",2015-05-15,NA
"7441",2015-05-16,NA
"7442",2015-05-17,NA
"7443",2015-05-18,NA
"7444",2015-05-19,NA
"7445",2015-05-20,NA
"7446",2015-05-21,NA
"7447",2015-05-22,NA
"7448",2015-05-23,NA
"7449",2015-05-24,NA
"7450",2015-05-25,NA
"7451",2015-05-26,NA
"7452",2015-05-27,NA
"7453",2015-05-28,NA
"7454",2015-05-29,NA
"7455",2015-05-30,NA
"7456",2015-05-31,NA
"7457",2015-06-01,NA
"7458",2015-06-02,NA
"7459",2015-06-03,NA
"7460",2015-06-04,NA
"7461",2015-06-05,NA
"7462",2015-06-06,NA
"7463",2015-06-07,NA
"7464",2015-06-08,NA
"7465",2015-06-09,NA
"7466",2015-06-10,NA
"7467",2015-06-11,NA
"7468",2015-06-12,NA
"7469",2015-06-13,NA
"7470",2015-06-14,NA
"7471",2015-06-15,29.8
"7472",2015-06-16,30.23
"7473",2015-06-17,30.36
"7474",2015-06-18,31.28
"7475",2015-06-19,31.29
"7476",2015-06-20,31.88
"7477",2015-06-21,31.6
"7478",2015-06-22,32.12
"7479",2015-06-23,31.18
"7480",2015-06-24,31.64
"7481",2015-06-25,31.29
"7482",2015-06-26,31.74
"7483",2015-06-27,31.66
"7484",2015-06-28,31.81
"7485",2015-06-29,31.24
"7486",2015-06-30,31.68
"7487",2015-07-01,30.66
"7488",2015-07-02,30.93
"7489",2015-07-03,30.74
"7490",2015-07-04,30.25
"7491",2015-07-05,31.14
"7492",2015-07-06,30.97
"7493",2015-07-07,29.84
"7494",2015-07-08,30.28
"7495",2015-07-09,30.66
"7496",2015-07-10,31.42
"7497",2015-07-11,31.68
"7498",2015-07-12,32.07
"7499",2015-07-13,31.52
"7500",2015-07-14,31.09
"7501",2015-07-15,30.28
"7502",2015-07-16,29.82
"7503",2015-07-17,29.65
"7504",2015-07-18,29.69
"7505",2015-07-19,30.43
"7506",2015-07-20,31.11
"7507",2015-07-21,31.28
"7508",2015-07-22,31.47
"7509",2015-07-23,31.36
"7510",2015-07-24,30.45
"7511",2015-07-25,29.56
"7512",2015-07-26,29.17
"7513",2015-07-27,28.86
"7514",2015-07-28,29.17
"7515",2015-07-29,29.15
"7516",2015-07-30,29.03
"7517",2015-07-31,29.5
"7518",2015-08-01,28.99
"7519",2015-08-02,28.64
"7520",2015-08-03,28.33
"7521",2015-08-04,30.66
"7522",2015-08-05,29.27
"7523",2015-08-06,30.96
"7524",2015-08-07,30.29
"7525",2015-08-08,29.65
"7526",2015-08-09,31.7
"7527",2015-08-10,30.67
"7528",2015-08-11,30.57
"7529",2015-08-12,31.09
"7530",2015-08-13,31.79
"7531",2015-08-14,NA
"7532",2015-08-15,NA
"7533",2015-08-16,NA
"7534",2015-08-17,NA
"7535",2015-08-18,NA
"7536",2015-08-19,NA
"7537",2015-08-20,NA
"7538",2015-08-21,NA
"7539",2015-08-22,NA
"7540",2015-08-23,NA
"7541",2015-08-24,NA
"7542",2015-08-25,NA
"7543",2015-08-26,NA
"7544",2015-08-27,NA
"7545",2015-08-28,NA
"7546",2015-08-29,NA
"7547",2015-08-30,NA
"7548",2015-08-31,NA
"7549",2015-09-01,NA
"7550",2015-09-02,NA
"7551",2015-09-03,NA
"7552",2015-09-04,NA
"7553",2015-09-05,NA
"7554",2015-09-06,NA
"7555",2015-09-07,NA
"7556",2015-09-08,NA
"7557",2015-09-09,NA
"7558",2015-09-10,NA
"7559",2015-09-11,NA
"7560",2015-09-12,NA
"7561",2015-09-13,NA
"7562",2015-09-14,NA
"7563",2015-09-15,NA
"7564",2015-09-16,NA
"7565",2015-09-17,NA
"7566",2015-09-18,NA
"7567",2015-09-19,NA
"7568",2015-09-20,NA
"7569",2015-09-21,NA
"7570",2015-09-22,NA
"7571",2015-09-23,NA
"7572",2015-09-24,NA
"7573",2015-09-25,NA
"7574",2015-09-26,NA
"7575",2015-09-27,NA
"7576",2015-09-28,NA
"7577",2015-09-29,NA
"7578",2015-09-30,NA
"7579",2015-10-01,NA
"7580",2015-10-02,NA
"7581",2015-10-03,NA
"7582",2015-10-04,NA
"7583",2015-10-05,NA
"7584",2015-10-06,NA
"7585",2015-10-07,NA
"7586",2015-10-08,NA
"7587",2015-10-09,NA
"7588",2015-10-10,NA
"7589",2015-10-11,NA
"7590",2015-10-12,NA
"7591",2015-10-13,NA
"7592",2015-10-14,NA
"7593",2015-10-15,NA
"7594",2015-10-16,NA
"7595",2015-10-17,NA
"7596",2015-10-18,NA
"7597",2015-10-19,NA
"7598",2015-10-20,NA
"7599",2015-10-21,NA
"7600",2015-10-22,NA
"7601",2015-10-23,NA
"7602",2015-10-24,NA
"7603",2015-10-25,NA
"7604",2015-10-26,NA
"7605",2015-10-27,NA
"7606",2015-10-28,NA
"7607",2015-10-29,NA
"7608",2015-10-30,NA
"7609",2015-10-31,NA
"7610",2015-11-01,NA
"7611",2015-11-02,NA
"7612",2015-11-03,NA
"7613",2015-11-04,NA
"7614",2015-11-05,NA
"7615",2015-11-06,NA
"7616",2015-11-07,NA
"7617",2015-11-08,NA
"7618",2015-11-09,NA
"7619",2015-11-10,NA
"7620",2015-11-11,NA
"7621",2015-11-12,NA
"7622",2015-11-13,NA
"7623",2015-11-14,NA
"7624",2015-11-15,NA
"7625",2015-11-16,NA
"7626",2015-11-17,NA
"7627",2015-11-18,NA
"7628",2015-11-19,NA
"7629",2015-11-20,NA
"7630",2015-11-21,NA
"7631",2015-11-22,NA
"7632",2015-11-23,NA
"7633",2015-11-24,NA
"7634",2015-11-25,NA
"7635",2015-11-26,NA
"7636",2015-11-27,NA
"7637",2015-11-28,NA
"7638",2015-11-29,NA
"7639",2015-11-30,NA
"7640",2015-12-01,NA
"7641",2015-12-02,NA
"7642",2015-12-03,NA
"7643",2015-12-04,NA
"7644",2015-12-05,NA
"7645",2015-12-06,NA
"7646",2015-12-07,NA
"7647",2015-12-08,NA
"7648",2015-12-09,NA
"7649",2015-12-10,NA
"7650",2015-12-11,NA
"7651",2015-12-12,NA
"7652",2015-12-13,NA
"7653",2015-12-14,NA
"7654",2015-12-15,NA
"7655",2015-12-16,NA
"7656",2015-12-17,NA
"7657",2015-12-18,NA
"7658",2015-12-19,NA
"7659",2015-12-20,NA
"7660",2015-12-21,NA
"7661",2015-12-22,NA
"7662",2015-12-23,NA
"7663",2015-12-24,NA
"7664",2015-12-25,NA
"7665",2015-12-26,NA
"7666",2015-12-27,NA
"7667",2015-12-28,NA
"7668",2015-12-29,NA
"7669",2015-12-30,NA
"7670",2015-12-31,NA
"7671",2016-01-01,NA
"7672",2016-01-02,NA
"7673",2016-01-03,NA
"7674",2016-01-04,NA
"7675",2016-01-05,NA
"7676",2016-01-06,NA
"7677",2016-01-07,NA
"7678",2016-01-08,NA
"7679",2016-01-09,NA
"7680",2016-01-10,NA
"7681",2016-01-11,NA
"7682",2016-01-12,NA
"7683",2016-01-13,NA
"7684",2016-01-14,NA
"7685",2016-01-15,NA
"7686",2016-01-16,NA
"7687",2016-01-17,NA
"7688",2016-01-18,NA
"7689",2016-01-19,NA
"7690",2016-01-20,NA
"7691",2016-01-21,NA
"7692",2016-01-22,NA
"7693",2016-01-23,NA
"7694",2016-01-24,NA
"7695",2016-01-25,NA
"7696",2016-01-26,NA
"7697",2016-01-27,NA
"7698",2016-01-28,NA
"7699",2016-01-29,NA
"7700",2016-01-30,NA
"7701",2016-01-31,NA
"7702",2016-02-01,NA
"7703",2016-02-02,NA
"7704",2016-02-03,18.39
"7705",2016-02-04,19.15
"7706",2016-02-05,18.19
"7707",2016-02-06,17.91
"7708",2016-02-07,17.07
"7709",2016-02-08,16.58
"7710",2016-02-09,16.13
"7711",2016-02-10,15.98
"7712",2016-02-11,15.9
"7713",2016-02-12,15.66
"7714",2016-02-13,16.07
"7715",2016-02-14,16.09
"7716",2016-02-15,16.14
"7717",2016-02-16,17.35
"7718",2016-02-17,17.48
"7719",2016-02-18,17.67
"7720",2016-02-19,17.73
"7721",2016-02-20,18.2
"7722",2016-02-21,18.77
"7723",2016-02-22,19.56
"7724",2016-02-23,19.41
"7725",2016-02-24,19.82
"7726",2016-02-25,19.56
"7727",2016-02-26,18.87
"7728",2016-02-27,18.17
"7729",2016-02-28,17.97
"7730",2016-02-29,19
"7731",2016-03-01,18.28
"7732",2016-03-02,18.6
"7733",2016-03-03,19.05
"7734",2016-03-04,19.53
"7735",2016-03-05,19.64
"7736",2016-03-06,20.11
"7737",2016-03-07,20.21
"7738",2016-03-08,20.28
"7739",2016-03-09,20.47
"7740",2016-03-10,20.98
"7741",2016-03-11,21.72
"7742",2016-03-12,22.28
"7743",2016-03-13,23.02
"7744",2016-03-14,23.7
"7745",2016-03-15,24.66
"7746",2016-03-16,25.33
"7747",2016-03-17,26.48
"7748",2016-03-18,25.9
"7749",2016-03-19,24.18
"7750",2016-03-20,24.54
"7751",2016-03-21,22.98
"7752",2016-03-22,21.52
"7753",2016-03-23,21.51
"7754",2016-03-24,21.8
"7755",2016-03-25,22.64
"7756",2016-03-26,22.94
"7757",2016-03-27,23.3
"7758",2016-03-28,24.14
"7759",2016-03-29,24.87
"7760",2016-03-30,23.68
"7761",2016-03-31,24.67
"7762",2016-04-01,25.28
"7763",2016-04-02,25.5
"7764",2016-04-03,25.17
"7765",2016-04-04,24.89
"7766",2016-04-05,24.4
"7767",2016-04-06,24.2
"7768",2016-04-07,23.86
"7769",2016-04-08,24.01
"7770",2016-04-09,23.74
"7771",2016-04-10,23.23
"7772",2016-04-11,23.21
"7773",2016-04-12,23.27
"7774",2016-04-13,23.48
"7775",2016-04-14,23.75
"7776",2016-04-15,23.99
"7777",2016-04-16,24.36
"7778",2016-04-17,24.25
"7779",2016-04-18,23.84
"7780",2016-04-19,23.62
"7781",2016-04-20,23.7
"7782",2016-04-21,23.88
"7783",2016-04-22,24.06
"7784",2016-04-23,24.32
"7785",2016-04-24,24.68
"7786",2016-04-25,25
"7787",2016-04-26,25.22
"7788",2016-04-27,25.27
"7789",2016-04-28,25.28
"7790",2016-04-29,25.68
"7791",2016-04-30,25.85
"7792",2016-05-01,26.07
"7793",2016-05-02,26.44
"7794",2016-05-03,26.8
"7795",2016-05-04,26.86
"7796",2016-05-05,25.55
"7797",2016-05-06,24.69
"7798",2016-05-07,23.96
"7799",2016-05-08,23.82
"7800",2016-05-09,23.73
"7801",2016-05-10,23.85
"7802",2016-05-11,24.35
"7803",2016-05-12,24.44
"7804",2016-05-13,24.66
"7805",2016-05-14,24.9
"7806",2016-05-15,25.17
"7807",2016-05-16,25.63
"7808",2016-05-17,26.3
"7809",2016-05-18,26.4
"7810",2016-05-19,26.48
"7811",2016-05-20,26.92
"7812",2016-05-21,27.09
"7813",2016-05-22,27.36
"7814",2016-05-23,27.19
"7815",2016-05-24,27.25
"7816",2016-05-25,27.36
"7817",2016-05-26,27.04
"7818",2016-05-27,26.96
"7819",2016-05-28,27.11
"7820",2016-05-29,27.27
"7821",2016-05-30,27.72
"7822",2016-05-31,27.97
"7823",2016-06-01,28.43
"7824",2016-06-02,28.75
"7825",2016-06-03,28.94
"7826",2016-06-04,29.2
"7827",2016-06-05,29.18
"7828",2016-06-06,28.99
"7829",2016-06-07,28.63
"7830",2016-06-08,28.62
"7831",2016-06-09,28.03
"7832",2016-06-10,27.72
"7833",2016-06-11,27.8
"7834",2016-06-12,28.14
"7835",2016-06-13,28.3
"7836",2016-06-14,28.7
"7837",2016-06-15,29.17
"7838",2016-06-16,29.52
"7839",2016-06-17,29.07
"7840",2016-06-18,29.41
"7841",2016-06-19,28.72
"7842",2016-06-20,28.2
"7843",2016-06-21,28.01
"7844",2016-06-22,29.11
"7845",2016-06-23,30.22
"7846",2016-06-24,30.19
"7847",2016-06-25,31.47
"7848",2016-06-26,31.15
"7849",2016-06-27,30.43
"7850",2016-06-28,31.49
"7851",2016-06-29,31.07
"7852",2016-06-30,31.2
"7853",2016-07-01,31.07
"7854",2016-07-02,30.97
"7855",2016-07-03,31.14
"7856",2016-07-04,31.34
"7857",2016-07-05,32.63
"7858",2016-07-06,33.13
"7859",2016-07-07,32.5
"7860",2016-07-08,32.67
"7861",2016-07-09,33.01
"7862",2016-07-10,31.98
"7863",2016-07-11,31.61
"7864",2016-07-12,31.15
"7865",2016-07-13,31.16
"7866",2016-07-14,31.07
"7867",2016-07-15,30.53
"7868",2016-07-16,30.74
"7869",2016-07-17,30.4
"7870",2016-07-18,30.5
"7871",2016-07-19,30.38
"7872",2016-07-20,30.49
"7873",2016-07-21,30.51
"7874",2016-07-22,30.78
"7875",2016-07-23,31.34
"7876",2016-07-24,30.82
"7877",2016-07-25,31.16
"7878",2016-07-26,30.95
"7879",2016-07-27,31.11
"7880",2016-07-28,32.35
"7881",2016-07-29,32.26
"7882",2016-07-30,32.86
"7883",2016-07-31,31.68
"7884",2016-08-01,31.11
"7885",2016-08-02,30.84
"7886",2016-08-03,30.5
"7887",2016-08-04,30.25
"7888",2016-08-05,31.11
"7889",2016-08-06,30.48
"7890",2016-08-07,30.4
"7891",2016-08-08,30.02
"7892",2016-08-09,29.74
"7893",2016-08-10,30.14
"7894",2016-08-11,29.96
"7895",2016-08-12,29.82
"7896",2016-08-13,30.26
"7897",2016-08-14,29.96
"7898",2016-08-15,30.27
"7899",2016-08-16,30.43
"7900",2016-08-17,30.57
"7901",2016-08-18,31.13
"7902",2016-08-19,32.48
"7903",2016-08-20,33.29
"7904",2016-08-21,32.24
"7905",2016-08-22,31.97
"7906",2016-08-23,31.63
"7907",2016-08-24,30.93
"7908",2016-08-25,30.31
"7909",2016-08-26,30.33
"7910",2016-08-27,30.04
"7911",2016-08-28,29.76
"7912",2016-08-29,29.61
"7913",2016-08-30,29.29
"7914",2016-08-31,28.73
"7915",2016-09-01,28.56
"7916",2016-09-02,28.53
"7917",2016-09-03,29.65
"7918",2016-09-04,30.07
"7919",2016-09-05,29.83
"7920",2016-09-06,29.03
"7921",2016-09-07,28.75
"7922",2016-09-08,28.85
"7923",2016-09-09,29.34
"7924",2016-09-10,29.89
"7925",2016-09-11,29.8
"7926",2016-09-12,29.69
"7927",2016-09-13,29.43
"7928",2016-09-14,29.55
"7929",2016-09-15,31.72
"7930",2016-09-16,30.6
"7931",2016-09-17,31.22
"7932",2016-09-18,30.87
"7933",2016-09-19,30.7
"7934",2016-09-20,30.72
"7935",2016-09-21,30.98
"7936",2016-09-22,30.98
"7937",2016-09-23,31.4
"7938",2016-09-24,30.76
"7939",2016-09-25,30.35
"7940",2016-09-26,30.83
"7941",2016-09-27,30.21
"7942",2016-09-28,30.29
"7943",2016-09-29,29.15
"7944",2016-09-30,30.04
"7945",2016-10-01,29.51
"7946",2016-10-02,29.07
"7947",2016-10-03,28.88
"7948",2016-10-04,29.03
"7949",2016-10-05,28.8
"7950",2016-10-06,28.5
"7951",2016-10-07,27.56
"7952",2016-10-08,27.9
"7953",2016-10-09,27.68
"7954",2016-10-10,27.05
"7955",2016-10-11,26.34
"7956",2016-10-12,26
"7957",2016-10-13,26.03
"7958",2016-10-14,26.15
"7959",2016-10-15,26.41
"7960",2016-10-16,26.56
"7961",2016-10-17,26.64
"7962",2016-10-18,26.63
